EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660894050,POR LOS NUETROS INC,% ANABELLE TORRES,285 CALLE ELEONOR ROOSEVELT,SAN JUAN,PR,00918-2816,0000,03,3,1000,201904,1,15,000000000,1,01,202412,4,4,01,0,12,123930,284475,284475,P20,
660894063,REMORA INCORPORATED,% ENACTUS UPRRP,PO BOX 1231,COROZAL,PR,00783-1231,0000,03,3,1280,201904,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C32,
660894240,PROJECT HOPE OUTREACH MINISTRIES,% BEVERLY GILBERT,3015 HANNAHS RST,FREDERIKSTED,VI,00840-4033,0000,03,3,1000,202406,1,15,000000000,1,01,202412,1,4,01,0,12,1,177750,177750,F32,
660894556,ISLA MONTESSORI SCHOOL INC,% ISLA MONTESSORI SCHOOL,PO BOX 5798,SAIPAN,MP,96950-5558,0000,03,3,2000,202204,1,15,000000000,1,01,,0,0,01,0,08,,,,B21,ISLA MONTESSORI SCHOOL
660895294,CENTRO PARA LA RECONSTRUCCION DEL HABITAT,% LUIS GALLARDO,PO BOX 20074,SAN JUAN,PR,00928-0074,0000,03,3,1000,201805,1,16,000000000,1,01,202501,6,7,01,0,01,3976544,9144030,9144030,S20,
660895434,ACCION VALEROSA INC,% JENITH Y RIVERA RIVERA,HC 2 BOX 7827,CIALES,PR,00638-9862,0000,03,3,1200,201904,1,16,000000000,1,01,202512,3,4,01,0,12,44489,175000,155000,N99,
660895681,DEVELOPMENT SOCIOECONOMIC SUSTAINABLE TRUST OF VIEQUES,% DESCO INC,212 CALLE ACACIA,VIEQUES,PR,00765-4058,0000,03,3,1000,202004,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,S32,CODESU
660895965,FESTIVAL DE CINE INTERNACIONAL DE PUERTO RICO INC,% JOSE A TORRES-PEREZ,PO BOX 41211,SAN JUAN,PR,00940-1211,0000,03,3,1230,202207,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
660896397,PASOS- PROYECTO DE AYUDA SOCIAL Y SISTEMTICO,% ORLANDO ENRIQUEZ,PO BOX 1716,CAROLINA,PR,00984-1716,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,P50,
660896734,VICTUS PUERTO RICO INC,% JOSE SANCHEZ,4409 CALLE PEDRO CARATINI,PONCE,PR,00717-0000,0000,03,3,1000,202007,1,15,000000000,1,01,202412,4,6,01,0,12,327777,1585900,1585900,S20,
660896896,TRANSICIONES DE VIDA CORP,% MARIA DE LOS ANGELES RIVERA,1633 STA EDUVIGIS URB SAGRADO CORAZ,SAN JUAN,PR,00926-0000,0000,03,3,1200,202001,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P80,
660896909,FRIENDS OF THE MARIANA TRENCH,% LAURA J PETERKA,PMB 162 PPP BOX 10000,SAIPAN,MP,96950-0000,0000,03,3,2000,201810,1,16,000000000,1,01,202512,4,4,01,0,12,175074,356145,356145,C30,
660897067,PUERTO RICO YOUTH DEVELOPMENT FOUNDATION INC,% 8 ST 1 METRO PL STE 104,8 ST 1 STE 104 METRO OFF,GUAYNABO,PR,00968-0000,0000,03,3,1200,202005,1,15,000000000,1,01,202512,4,4,01,0,12,208778,183162,183162,O50,
660897142,RAIN AND ROSE CHARITABLE FUND LLC,,3207 PLANTATION VLG,DORADO,PR,00646-1959,0000,03,3,1000,201810,1,04,000000000,5,01,202412,6,6,00,1,12,1267716,1283645,,Q33,MICHAEL BASILE SOLE MBR
660897241,ACUEDUCTO SALTOS PELLEJAS INC,% JOSE A TORRES HERNANDEZ,PO BOX HC 01 BOX 5531,OROCOVIS,PR,00720-0000,0000,03,3,1000,202201,1,04,000000000,1,01,202412,4,3,00,1,12,240011,64021,,W80,
660897650,FUNDACION CASA DE SALUD VEN ROSE INC,,PO BOX 255,JAYUYA,PR,00664-0255,0000,03,3,1000,202101,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,G30,
660897673,MAKE MUSIC HAPPEN CORPORATION,% LUIS ALVAREZ FIOL,G4 AVE SAN PATRICIO APT 1104,GUAYNABO,PR,00968-3222,0000,03,3,1200,202211,1,15,000000000,1,01,202412,4,4,01,0,12,112163,121290,121290,A68,
660897781,GLOBAL CITIZEN USA CORP,% VERENICE ATILANO,1357 ASHFORD AVENUE STE 320,SAN JUAN,PR,00907-1400,0000,03,3,1000,201806,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,M99,GLOBAL CITIZEN USA
660897880,BUMBI CENTER FOUNDATION,,808 CALLE 37 SW,SAN JUAN,PR,00921-2427,0000,03,3,1200,202103,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E86,
660897893,VOLANDO POR PR,% VOLANDO POR PR INC,HC 4 BOX 42542,SAN SEBASTIAN,PR,00685-8580,0000,03,3,1260,202007,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
660898712,KILOMETRO 0 INC,% MARIA D MARI NARVAEZ,PO BOX 362289,SAN JUAN,PR,00936-2289,0000,03,3,1200,201910,1,15,000000000,1,01,202412,4,4,01,0,12,450264,475787,475787,I20,
660898755,VIEQUES ROTARY CLUB INC,% NATALYA KAYDASH,61A ORQUIDEA STREET BO ESPERANZA,VIEQUES,PR,00765-0000,0000,03,3,1000,201805,1,16,000000000,1,01,202506,4,3,01,0,06,179753,66463,64383,S80,VIEQUES ROTARY CLUB
660898815,SONNELL FOUNDATION INC,% HERNAN BURGOS,PO BOX 1063,COROZAL,PR,00783-1063,0000,03,3,1000,202203,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P12,
660899052,TLC FOUNDATION,% TYLER RICE,9713 ESTATE THOMAS,ST THOMAS,VI,00802-2624,0000,03,3,1000,201910,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N30,BREATHE ST THOMAS
660899131,DISTILO AUTONOMO ANTONIO LUCHETTI INC,% AXEL S CARVAJAL ASENCIO,605 CALLE CONDADO OFICINA 500,SAN JUAN,PR,00907-0000,0000,03,3,1000,202405,1,16,000000000,1,01,202412,3,4,01,0,12,55024,155552,155552,T23,
660899265,CHRISTIAN HOLY CITY CHURCH IN SAIPAN ISLAND,% WANG SHAOXIA,PO BOX 504542,SAIPAN,MP,96950-4305,0000,03,3,7000,201907,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660899423,COMPLEJO EDAD DORADA INC,% EDGARD GONZALEZ LUGO,PO BOX 1810,MOCA,PR,00676-1810,0000,03,3,1000,202602,1,16,000000000,1,01,,0,0,02,0,12,,,,S50,
660899477,MOVIMIENTO PENTECOSTAL LA LUZ DEL MUNDO INC,% MARIANO DEL RIO CARABALLO,URBANIZACION ALTAMIRA,FAJARDO,PR,00738-0000,0000,03,3,7000,202011,1,10,000000000,1,01,,0,0,06,0,06,,,,X20,
660899881,AGROEMPRESARIAS DE PUERTO RICO,% ZACHA MUNIZ,PO BOX 286,TOA ALTA,PR,00954-0286,0000,03,3,2000,202203,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,K02,
660899991,BLUETIDE PUERTO RICO INC,% BLUETIDE PUERTO RICO INC,PO BOX 13832,SAN JUAN,PR,00908-3832,0000,03,3,1000,201807,1,16,000000000,1,01,202412,7,5,01,0,12,5386112,853357,853357,S30,
660900105,CENTRO DE APOYO MUTUO BUCARABONES UNIDO,% YEIDY M TORRES,HC 2 BOX 10711,LAS MARIAS,PR,00670-9048,0000,03,3,1230,202102,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S20,CAMBU
660900181,CREATOR ACADEMY INC,% EVAN ARTEAGA,1519 AVE PONCE DE LEON STE 501,SAN JUAN,PR,00909-1715,0000,03,3,2000,202603,1,15,000000000,1,01,202312,3,3,02,0,12,36896,27286,27286,B99,
660900247,VIRGIN ISLANDS HEALTHCARE FOUNDATION INC,% JAN BIJAN TAWAKOL,3004 ORANGE GROVE 2,CHRISTIANSTED,VI,00820-0000,0000,03,3,1000,201909,1,12,000000000,1,01,202412,6,5,01,0,12,1352448,799609,799609,E32,
660900369,NW BILINGUAL ACADEMY LLC,% JUAN AGOSTO,URB SANTA ANA 1A CALLE 3,VEGA ALTA,PR,00692-0000,0000,03,3,2000,202206,1,11,000000000,1,01,202512,5,6,01,0,12,827994,1727346,1727346,B20,AGNELIS LAUREANO MBR
660900408,CENTRO DE IMPACTO SOCIAL MUJERES ENTENDIDAS EN LOS TIEMPOS CORP,,PO BOX 877,MAUNABO,PR,00707-0877,0000,03,3,1200,202212,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,S99,
660900503,AUTENTICORILLO PR INC,% FARRAH RODRIGUEZ,20 CALLE GEORGETTI,BARCELONETA,PR,00617-2782,0000,03,3,1200,201812,1,16,000000000,1,01,202512,2,2,02,0,12,12501,18589,18589,P28,
660900561,FUNDACION PARA LA CONSERVACION ADAPTATIVA INC,% JAIME YORDAN,501 CALLE SAGRADO CORAZON,PONCE,PR,00915-0000,0000,03,3,1200,201911,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S43,
660900665,ESCENCIA INC,% LIZA RAMOS ALFONSECA,URB VERSALLES Q15 ST 16,BAYAMON,PR,00959-0000,0000,03,3,1000,202302,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
660900845,SFM CHARITIES INC,,PO BOX 21358,SAN JUAN,PR,00928-1358,0000,03,3,1000,201912,1,15,000000000,1,01,202412,4,5,01,0,12,334933,996237,996237,P20,
660900885,DISABLED AMERICAN VETERANS AUXILIARY INC,% JOSEFA SOTO,233 CALLE SHADDAI,ISABELA,PR,00662-2857,2473,04,9,1000,197310,1,00,908921000,5,01,202506,0,0,02,0,06,0,0,0,,21 SSGT C VELAZQUEZ
660901018,USVI BOARD OF PSYCHOLOGY EXAMINERS,% RAMONA MOSS,ST THOMAS 00802,BRITISH VIRGIN ISLANDS,,00000-0000,0000,06,3,2000,201902,2,00,000000000,1,01,202312,3,1,02,0,12,28008,4935,4935,Y03,
660901435,VIRGIN ISLANDS CENTRE FOR ARCHITECTURE CRAFTS AND BUILD,% MARY DEMA,1236 STRAND ST,CHRISTIANSTED,VI,00820-5034,0000,03,3,1000,201908,1,15,000000000,1,01,202412,6,4,01,0,12,1724893,300169,300169,T30,
660901526,VIRGIN ISLANDS MUSEUM CIVIC AND CULTURAL CENTRE ST THOMAS INC,% NADINE MARCHENA,9053 ESTATE THOMAS,ST THOMAS,VI,00802-0000,0000,03,3,1200,202003,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A99,
660901665,IGLESIA CASA DE LIBERACION,% JOSE ALBURQUERQUE,ST THOMAS,VIRGIN ISLANDS,,00000-0000,0000,03,3,7000,202001,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,DEVANTANDO AL CAIDO
660901684,ST CROIX WALLS PROJECT,,PO BOX 5213,KINGSHILL,VI,00851-5213,0000,03,3,1000,201807,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A90,
660901994,COLABORATIVOPR INC,% COLABORATIVOPR,800 AVE ROBERTO H TODD,SAN JUAN,PR,00907-4808,0000,03,3,1000,202209,1,16,000000000,1,01,202506,3,4,01,0,06,53354,388939,388939,B99,
660902004,CIUDAD MUSEO INC,% KRISTAL M ROSARIO LOPEZ,RR 5 BOX 6540,ANASCO,PR,00610-9888,0000,03,3,1000,202211,1,16,000000000,1,01,202504,0,0,02,0,04,0,0,0,A20,
660902154,IGLESIA CRISTIANA PACTO DE AMOR,,PMB 123 BOX 2510,TRUJILLO ALTO,PR,00977-0000,0000,03,3,7000,202205,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660902506,VI STARZ ALL STAR TEAM,% SHARICE ALAINE FRANCIS,PO BOX 10273,CHARLOTTE AMA,VI,00801-3273,0000,03,3,1200,202409,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N63,BASEBALL TEAM
660902531,BOYS & GIRLS CLUBS OF ST THOMAS ST JOHN INC,,9900 ESTATE THOMAS,ST THOMAS,VI,00802-0000,0000,03,3,1000,201907,1,15,000000000,1,01,202512,4,4,01,0,12,153742,180517,180517,O23,
660902532,MONTE AZUL INC,% ANDREW HERMANN,KM 29-01 PR 128,MARICAO,PR,00606-0000,0000,03,3,1000,201807,1,04,000000000,1,25,202412,4,5,00,1,12,322618,762694,,O53,
660902624,ST JANCO,,PO BOX 136,ST JOHN,VI,00831-0136,0000,03,3,1230,202202,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A99,ST JOHN HERITAGE COLLECTIVE
660902710,AMOR Y VIDA INC,% ALEXANDER LOPEZ,CORREO STA JUANITA UU-1 C39 STE 133,BAYAMON,PR,00956-0000,0000,03,3,1200,202307,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,K30,
660902757,COALICION LEGAL PARA PUERTO RICO INC,% JORGE M RUIZ MONTILLA,250 MUNOZ RIVERA AVENUE PISO 6,SAN JUAN,PR,00918-1806,0000,03,3,1200,201809,1,16,000000000,1,01,202412,3,3,02,0,12,43759,32970,32970,I01,
660902900,BIOECONOMY PUERTO RICO INC,,1225 AVE PONCE DE LEON STE 1102,SAN JUAN,PR,00907-3945,0000,03,3,1000,201906,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q32,
660903050,PUERTO RICO HARD ENDURO CORP,% EDWIN PLAZA,PO BOX 133,AGUADA,PR,00602-0133,0000,03,3,1000,201910,1,16,000000000,1,01,202512,1,0,02,0,12,3133,0,0,N12,
660903066,NSSA PUERTO RICO CONFERENCE INC,% NSSA PUERTO RICO,102 CALLE LEMAY,AGUADILLA,PR,00603-1518,0000,03,3,2000,202411,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,N67,
660903091,THE ADVC CORP,% NESMAR A HERNANDEZ,A18 CALLE 3,CAROLINA,PR,00987-7402,0000,03,3,4000,201904,1,16,000000000,1,01,202412,1,4,01,0,12,1224,139040,139040,D20,
660903235,RENACER SOCIAL CORP,% JAVIER BURES,URB MONTE PRIMAVERA 3,CIDRA,PR,00739-0000,0000,03,3,1250,201907,1,16,000000000,1,01,202512,3,4,01,0,12,76772,128438,128438,P46,RENACER SOCIAL
660904023,BORINCANA FOUNDATION INC,,151 CALLE SAN FRANCISCO STE 200,SAN JUAN,PR,00901-1660,0000,03,3,2000,201910,1,15,000000000,1,01,202412,5,5,01,0,12,608633,926796,926796,C35,
660904286,CORAL REEF ACADEMY INC,,7 FLAG DRIVE,CHRISTIANSTED,VI,00820-0000,0000,03,3,2000,201904,1,11,000000000,1,01,202512,3,6,01,0,12,29571,1104759,1104759,B28,
660904321,COOPERATIVA HIDROELECTRICA DE LA MONTANA,% CP SMITH,26 CALLE BETANCES,UTUADO,PR,00641-2864,0000,12,3,4000,202012,2,00,000000000,1,01,202309,5,4,01,0,09,732179,310246,310246,Y22,
660904470,PRODUCTORES DE CAFE DE PUERTO RICO INC,,PO BOX 945,ADJUNTAS,PR,00601-0945,0000,03,3,1000,202408,1,15,000000000,1,01,202412,4,6,01,0,12,139465,1001649,1001649,P20,
660904538,TALLER ARTISTICO CAGUAS,,PASEO GAUTIER BENITEZ 6 ESQ JIMENEZ,CAGUAS,PR,00725-0000,0000,03,3,1000,202511,1,16,000000000,1,01,,0,0,01,0,12,,,,A99,
660904800,BREAKING WAVE THEATRE COMPANY,% JAMES L AEVERMANN,PO BOX 21963,BARRIGADA,GU,96921-1963,0000,03,3,2000,201912,1,15,000000000,1,01,202412,2,3,01,0,12,21677,58563,58563,A60,
660905065,FRIENDS OF THE MUSEUM OF AMERICAN SAMOA,% NA,PAGO PAGO 96799,AUSTRALIA,,00000-0000,0000,03,3,1200,202001,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A50,
660905170,CAUSA LOCAL CORPORATION,,151 CALLE SAN FRANCISCO STE 200,SAN JUAN,PR,00901-1660,0000,03,3,1000,202304,1,15,000000000,1,01,202512,3,4,01,0,12,95205,363698,363698,S43,
660905242,PUERTO RICAN INSTITUTE INC,,1889 FRANCISCO QUINDOS FAIR VIEW,SAN JUAN,PR,00926-0000,0000,03,3,1200,201808,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
660905467,ELLAS HOPE INC,,1003 ESTATE ROSS STE 8,ST THOMAS,VI,00802-6725,0000,03,3,1280,201808,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,G12,
660905513,ELIM CASA DE OASIS,% LUIS E LANZO,136 FOREST PLANTATION,CANOVANAS,PR,00729-0000,0000,03,3,7000,202405,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660906297,CORAZON AZUL INC,% VANESSA VILLEGAS,F27 CALLE 4,BAYAMON,PR,00957-0000,0000,03,3,1200,202208,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
660906300,AL RAIE SALEH SHRINERS INC,,PO BOX 361120,SAN JUAN,PR,00936-1120,0000,03,3,1000,202603,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,Y40,
660906428,ASSEMBLY OF GOD GUAM GENERAL COUNCIL,% GENERAL COUNCIL,TAMUNING,GUAM,,00000-0000,0000,03,3,7000,201911,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660906637,MARIST BROTHERS CRUSADERS ALUMNI ASSOCIATION,,PO BOX 2292,PAGO PAGO,AS,96799-2292,0000,03,3,1200,202510,1,16,000000000,1,01,,0,0,02,0,12,,,,B84,
660906671,SAILING ASSOCIATION OF AMERICAN SAMOA INC,% ERIKA RADEWAGEN,PAGO PAGO 96799,AUSTRALIA,,00000-0000,0000,03,3,1000,201809,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
660907038,COLECTIVO EL ANCON DE LOIZA INCORPORADO,% MARIA CORTIJO,401AMERICOMIRANDA110ACONDLOSROBLES,SAN JUAN,PR,00927-0000,0000,03,3,1000,202204,1,15,000000000,1,01,202412,4,3,01,0,12,468771,66500,66500,A80,COLECTIVO EL ANCON EL ANCON
660907166,HORSES OF HOPE-CABALLOS DE ESPERANZA INC,,8052 CALLE GUTIERREZ PEREZ,ISABELA,PR,00662-6430,0000,03,3,1200,201809,1,16,000000000,1,01,202412,3,4,01,0,12,77076,111649,111649,,
660907194,ELCUADRADO GRIS THE GRAY SQUARE INC,,455 CALLE TITO RODRIGUEZ,SAN JUAN,PR,00915-3618,0000,03,3,1200,202408,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A99,
660907269,TBL FOUNDATION PR,% JEFF PALMER,270 MUNOZ RIVERA AVE 9TH FLOOR,SAN JUAN,PR,00918-0000,0000,03,3,1000,202509,1,16,000000000,1,01,202112,1,0,02,0,12,1,0,0,S30,
660907360,PERSPECTIVE EDUCATION SERVICES,% BEATRIZ LOPEZ,CARR 351 K4 H2 INT BO RIO CANAS,MAYAGUEZ,PR,00680-0000,0000,03,3,2000,201909,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B99,
660907443,PUERTO RICO CENTRO DE ARTES Y TECNO LOGIA CORP,% RAUL APONTE,PO BOX 13626,SAN JUAN,PR,00908-3626,0000,03,3,2000,202206,1,11,000000000,1,01,202506,8,6,01,0,06,11530194,2157001,2157001,A25,
660907524,VIRGIN ISLANDS BAR FOUNDATION,% HINDA CARBON,PO BOX 224108,CHRISTIANSTED,VI,00822-4108,0000,03,3,2000,202302,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,I03,
660907539,COMITE CIUDADANOS PROCUEVAS DE AGUAS BUENAS,,BO MULAS SEC MINILLAS CARR 174,HORMIGUEROS,PR,00660-0000,0000,03,3,1000,201809,1,16,000000000,1,01,202601,0,0,02,0,01,0,0,0,S20,
660907881,ASOCIACION DE AMIGOS DEL FROTIN DE SAN JERONIMO INC,,1515 CALLE LOPEZ LANDRON,SAN JUAN,PR,00911-1936,0000,03,3,2000,201907,1,04,000000000,1,01,202312,1,1,00,1,12,5034,98,,A54,AMIGOS DEL FROTIN DE SAN JERONIMO
660907982,MUSEO DE LOS SANTOS,,1673 AVE PONCE DE LEON,SAN JUAN,PR,00909-1831,0000,03,3,2000,201811,1,16,000000000,1,01,202512,4,4,01,0,12,454951,455130,455130,A50,
660908328,PUERTO RICO OPTIMIST ASSOCIATION INC,% DAGMAR FERNANDEZ,VILLA NEVAREZ 1065 CALLE 3,SAN JUAN,PR,00927-0000,0000,03,3,1000,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N67,PROA
660908414,ADOPTA AHORA INC,% SYLVIA VILLAFANE,726 HOARE ST ESQ LAS PALMAS,SAN JUAN,PR,00907-0000,0000,03,3,1000,202204,1,15,000000000,1,01,202512,4,4,01,0,12,144468,312460,312460,P31,
660908643,ASCENSION LIVITY INC,% LINDIWE SEWER,PO BOX 307146,ST THOMAS,VI,00803-7146,0000,03,3,1000,201811,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O51,
660908801,HOGAR AMOR Y PAZ 1 INC,,25 CALLE DUARTE,MAYAGUEZ,PR,00682-1132,0000,03,3,1000,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
660908802,LAS HUELLAS DEL ANGEL INC,% LAURA LOPEZ,88 CALLE MAYAGUEZ,SAN JUAN,PR,00917-5116,0000,03,3,1200,201812,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S99,
660908874,KOG FOUNDATION INC,% KRYSTALIA CARRILLO,PO BOX 305333,ST THOMAS,VI,00803-5333,0000,03,3,1000,202302,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,T31,
660908899,ERES,% JACQUELINE PIERLUISI,PO BOX 6244,SAN JUAN,PR,00914-6244,0000,03,3,1000,201904,1,16,000000000,1,01,202401,0,0,02,0,01,0,0,0,A25,
660909128,MICRONESIA CLIMATE CHANGE ALLIANCE INC,% MARIA HERNANDEZ,285 FARENHOLT AVENUE,TAMUNING,GU,96913-3223,0000,03,3,1000,202411,1,15,000000000,1,01,202412,5,5,01,0,12,583269,735249,735249,P99,
660909761,OBESITY AWAKENING MOVEMENT,% LELEAGAATUTUILA SISI SPITZENBERG,PAGO PAGO 96799,AUSTRALIA,,00000-0000,0000,03,3,1000,202506,1,16,000000000,1,01,202509,0,0,02,0,09,0,0,0,E70,
660910238,TALLER COMUNIDAD LA GOYCO INC,% NUMEROS ASOCIADOS LLC,1763 CALLE LOIZA,SAN JUAN,PR,00911-1812,0000,03,3,1200,201903,1,15,000000000,1,01,202412,6,6,01,0,12,3487062,1006203,1006203,S20,
660910290,FUNDACION AMIGOS DEL MUSEO DE HISTORIA ANTROPOLOGIA Y ARTE,,3 VILLA DEL PARQUE APT 3D,SAN JUAN,PR,00909-3304,0000,03,3,1238,202102,1,16,000000000,1,01,202606,0,0,02,0,06,0,0,0,A11,
660910567,FUNDACION BUCARABON INC,% JACQUELINE PEREZ,PO BOX 312,MARICAO,PR,00606-0312,0000,03,3,2000,201812,1,16,000000000,1,01,202412,4,4,01,0,12,136374,230394,230394,S32,
660910795,INSTITUTO SAN JOSE CORP,,PO BOX 3257,BAYAMON,PR,00958-0257,0000,03,3,1000,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,X20,
660911031,IGLESIA CRISTIANA PALABRA DE AGUA VIVA INTERNACIONAL INCORPORADO,,G4 CALLE TIO LEOPO,CAGUAS,PR,00725-7406,0000,03,3,7000,201910,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660911147,ASOCIACION DE COMMUNIDADES UNIDAS TOMANDO ACCION SOLIDARIA INC,% WALDEMIRO VELEZ,PO BOX 52,TOA BAJA,PR,00951-0052,0000,03,3,1000,202009,1,15,000000000,1,01,202412,5,5,01,0,12,634318,576973,576973,M20,ACUTAS
660911184,PROYECTO 85 INC,% CECILLE BLONDET PASSALACQUA,867 AVE MUNOZ RIVERA STE D101 # 3,SAN JUAN,PR,00925-2127,0000,03,3,1200,201908,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,PROYECTO 85
660911223,IGLESIA DE DIOS INC BO PASTO SECO,% IGLESIA DE DIOS INC,HC 4 BOX 4411,LAS PIEDRAS,PR,00771-9524,0000,03,3,7000,201907,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660911234,FUNDACION NINOS SONRIENDO INC,% JANNETTE LOPEZ PEREZ,118 CALLE VICTOR GONZALEZ,MOCA,PR,00676-5031,0000,03,3,1000,202201,1,16,000000000,1,01,202512,2,3,01,0,12,13137,66621,66621,P20,FUNDACION NINOS SONRIENDO
660911714,FACEA CORPORATION,% JOSE RAUL RIOS,JARDINES DE CAPARRA AB17 CALLE 10,BAYAMON,PR,00959-0000,0000,03,3,2780,201910,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A25,FACEA FOUNDATION
660911915,OCEANIA COMMUNITY DEVELOPMENT NETWORK,% EDNA NOGA,PO BOX 313,PAGO PAGO,AS,96799-0313,0000,03,3,1200,202211,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,OCEANIA CDN
660911980,CIENCIA PUERTO RICO INC,% GIOVANNA GUERRERO-MEDINA,PO BOX 195289,SAN JUAN,PR,00919-5289,0000,03,3,2800,202203,1,15,000000000,1,01,202412,5,5,01,0,12,864820,600345,600345,S99,CIENCIAPR
660912044,COMEDORES SOCIALES DE PUERTO RICO INC,% GEOVANNI ROBERTO,PO BOX 3181,CAGUAS,PR,00726-3181,0000,03,3,1000,202111,1,15,000000000,1,01,202512,6,5,01,0,12,1505578,715315,715315,K31,
660912835,SALVA RINCON INCORPORADO,% ANDRES ROMEU,PO BOX 989,RINCON,PR,00677-0989,0000,03,3,2800,201910,1,16,000000000,1,01,202512,4,4,01,0,12,116773,153746,153746,C01,
660913862,MOVIMIENTO AL RESCATE DE MI ESCUELA INC,,LEVITTOWN HY33 C ANTONIO EGIPCIACO,TOA BAJA,PR,00949-0000,0000,03,3,1000,202412,1,15,000000000,1,01,,0,0,02,0,12,,,,P28,
660914382,MIND & BODY AWARENESS FOUNDATION INC,% JESUS RABELL,564 RAMON GANDIA ST BALDRICH,SAN JUAN,PR,00918-0000,0000,03,3,1200,201903,1,04,000000000,1,01,202412,1,1,00,1,12,105,1200,,T12,
660914546,CASA DE REFUGIO EN MEDIO DE LA TEMPESTAD,% ESPERANZA DE AMOR Y FE,HC 60 BOX 42725,SAN LORENZO,PR,00754-9073,0000,03,3,7000,202410,1,04,000000000,1,01,,0,0,00,1,12,,,,X11,
660914563,K & Z SERVICIOS DE CONSEJERIA MULTIPLE,% KEILA ANGULO,PO BOX 1363,LUQUILLO,PR,00773-1363,0000,03,3,1700,202306,1,16,000000000,1,01,202512,1,4,01,0,12,7297,113860,113860,P20,
660914722,VIRGIN ISLANDS POWER BOAT RACING ASSOCIATION INC,% VI POWER BOAT RACING ASSOCIATION,PO BOX 503026,ST THOMAS,VI,00805-3026,0000,03,3,1200,201911,1,15,000000000,1,01,202512,2,3,01,0,12,21123,75333,75333,N50,
660914734,EDUCATION FOUNDATION INC,,PO BOX 7004,PONCE,PR,00732-7004,0000,03,3,1200,202506,1,15,000000000,1,01,202506,1,0,02,0,06,1,0,0,B82,
660915243,ARISE CHURCH INC,,10931 PR 6,SAN JUAN,PR,00926-0000,0000,03,3,7000,202002,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
